"sample_date","sample_time","datetime","station_code","event_id","depth_m","volume_received_m_l","volume_analyzed_m_l","organisims_per_ml","percent_of_sample_counted","field_of_view_mm2","slide_chamber_area_mm2","area_counted","dimension","number_of_fields_counted","factor","comments","unit_abundance","total_cells","taxon","genus","species","synonym","diatom_soft_body","colony_filament_individual_group_code","shape","gald1","gald2","gald3","biovolume_1","biovolume_2","biovolume_3","biovolume_4","biovolume_5","biovolume_6","biovolume_7","biovolume_8","biovolume_9","biovolume_10","measurement_average","measurement_1","measurement_2","measurement_3","measurement_4","measurement_5","measurement_6","measurement_7","measurement_8","measurement_9","measurement_10","measurement_11","measurement_12","measurement_13","measurement_14","measurement_15","measurement_16","measurement_17","measurement_18","measurement_19","measurement_20","measurement_21","measurement_22","measurement_23","measurement_24","measurement_25"
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,2702.57866276557,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",3,3,"Aulacoseira granulata","Aulacoseira","granulata",NA,"Diatom","i","cylinder",29.6,NA,NA,3347.678304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,3603.43821702076,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",4,4,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",5.6,NA,NA,73.8901968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,59456.7305808425,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",66,66,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,11.4940306133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,900.859554255189,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Obscured by detritus. Moderate detritus. Many broken diatoms.",1,1,"cf. Cryptomonas sp.","Cryptomonas","sp.",NA,"Soft Body","i","prolate spheroid",14.8,NA,NA,806.23252488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,40538.6799414835,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",45,45,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",NA,"Soft Body","i","cone + half sphere",5.6,NA,NA,68.96418368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,900.859554255189,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",1,2,"cf. Aphanizomenon sp.","Aphanizomenon","sp.",NA,"Soft Body","f","cylinder",8.3,NA,NA,89.2423617325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,620692.232881825,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",689,1421,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.65,NA,NA,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,2702.57866276557,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",3,19,"Chroococcus minimus","Chroococcus","minimus",NA,"Soft Body","c","sphere",1.9,NA,NA,3.59136096833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,28827.5057361661,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",32,132,"cf. Heteroleibleinia sp.","Heteroleibleinia","sp.",NA,"Soft Body","f","cylinder",0.9,NA,NA,0.5725547775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,900.859554255189,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",1,11,"Planktolyngbya sp.","Planktolyngbya","sp.",NA,"Soft Body","f","cylinder",1.9,NA,NA,1.2087267525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"10:25:00",2016-07-07 10:25:00,"STTD","STTD_2016-07-07 10:25:00",0,65,1,3603.43821702076,0.0153846153846154,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Moderate detritus. Many broken diatoms.",4,28,"Snowella sp.","Snowella","sp.",NA,"Soft Body","c","sphere",0.9,NA,NA,0.381703185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,900.859554255189,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Obscured by detritus. Sample contains mucilaginous detritus.",1,1,"Achnanthidium sp.","Achnanthidium","sp.",NA,"Diatom","i","elliptic prism",9.3,NA,NA,124.317428685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,8107.7359882967,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Obscured by detritus. Sample contains mucilaginous detritus.",9,9,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",7.4,NA,NA,215.0418355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,127922.056704237,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",142,142,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,11.4940306133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,900.859554255189,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",1,2,"Desmodesmus sp.","Desmodesmus","sp.",NA,"Soft Body","c","prolate spheroid",7.4,NA,NA,30.3770809066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,900.859554255189,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",1,2,"Desmodesmus subspicatus","Desmodesmus","subspicatus",NA,"Soft Body","c","prolate spheroid",7.4,NA,NA,30.3770809066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,2702.57866276557,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",3,3,"Drepanochloris nannoselene","Drepanochloris","nannoselene",NA,"Soft Body","i","cylinder + 2 cones",1.9,NA,NA,1.49500414125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,900.859554255189,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",1,1,"Lagerheimia genevensis","Lagerheimia","genevensis",NA,"Soft Body","i","ellipsoid",4.6,NA,NA,32.9730814433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,900.859554255189,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",1,1,"Monoraphidium contortum","Monoraphidium","contortum",NA,"Soft Body","i","2 cones",18.5,NA,NA,34.9685146916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,900.859554255189,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",1,1,"Chrysococcus sp.","Chrysococcus","sp.",NA,"Soft Body","i","prolate spheroid",7.4,NA,NA,121.508323626667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,45042.9777127595,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",50,50,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",NA,"Soft Body","i","cone + half sphere",8.3,NA,NA,216.4241351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,1517047.48936574,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",1684,3547,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.65,NA,NA,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,8107.7359882967,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",9,52,"Merismopedia tenuissima","Merismopedia","tenuissima",NA,"Soft Body","c","cube",0.9,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"11:23:00",2016-07-07 11:23:00,"LIS","LIS_2016-07-07 11:23:00",0,62,1,900.859554255189,0.0161290322580645,0.069746499,314.159,0.348732495,NA,5,900.859554255189,"Sample contains mucilaginous detritus.",1,15,"Planktolyngbya sp.","Planktolyngbya","sp.",NA,"Soft Body","f","cylinder",1.9,NA,NA,1.2087267525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-14,"10:00:00",2016-07-14 10:00:00,"STTD","STTD_2016-07-14 10:00:00",0,63,1,766.61542215715,0.0158730158730159,0.0683,314.159,0.4098,NA,6,766.61542215715,"High sediment and low detritus. Sample contains mucilaginous detritus. Some broken diatoms. Ciliates observed.",1,1,"Navicula sp.","Navicula","sp.",NA,"Diatom","i","elliptic prism",24.1,NA,NA,756.36606681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-14,"10:00:00",2016-07-14 10:00:00,"STTD","STTD_2016-07-14 10:00:00",0,63,1,311245.861395803,0.0158730158730159,0.0683,314.159,0.4098,NA,6,766.61542215715,"High sediment and low detritus. Sample contains mucilaginous detritus. Some broken diatoms. Ciliates observed.",406,817,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.65,NA,NA,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-14,"12:09:00",2016-07-14 12:09:00,"LIS","LIS_2016-07-14 12:09:00",0,64,1,657.098933277557,0.015625,0.0683,314.159,0.4781,NA,7,657.098933277557,"High sediment and low detritus. Sample contains mucilaginous detritus. Some broken diatoms. Ciliates observed.",1,1,"Drepanochloris nannoselene","Drepanochloris","nannoselene",NA,"Soft Body","i","cylinder + 2 cones",4.6,NA,NA,15.73583161125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-14,"12:09:00",2016-07-14 12:09:00,"LIS","LIS_2016-07-14 12:09:00",0,64,1,265467.969044133,0.015625,0.0683,314.159,0.4781,NA,7,657.098933277557,"High sediment and low detritus. Sample contains mucilaginous detritus. Some broken diatoms. Ciliates observed.",404,821,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.65,NA,NA,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,150.143259042532,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Obscured by detritus. Low detritus.",1,1,"Achnanthidium sp.","Achnanthidium","sp.",NA,"Diatom","i","elliptic prism",7.4,NA,NA,64.51255065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,1501.43259042532,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",10,10,"cf. Cyclotella sp.","Cyclotella","sp.",NA,"Diatom","i","cylinder",5.6,NA,NA,68.96418368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,150.143259042532,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",1,1,"Nitzschia palea","Nitzschia","palea",NA,"Diatom","i","prism on parallelogram",27.8,NA,NA,233.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,300.286518085063,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",2,2,"Ulnaria ulna","Ulnaria","ulna",NA,"Diatom","i","elliptic prism",159.3,NA,NA,3252.9593655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,150.143259042532,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",1,1,"cf. Urosolenia sp.","Urosolenia","sp.",NA,"Diatom","i","cylinder",51.9,NA,NA,1722.2000030625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,1951.86236755291,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",13,13,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",2.8,NA,NA,11.4940306133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,450.429777127595,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",3,3,"Drepanochloris nannoselene","Drepanochloris","nannoselene",NA,"Soft Body","i","cylinder + 2 cones",3.7,NA,NA,2.64011369625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,1651.57584946785,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",11,11,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",NA,"Soft Body","i","cone + half sphere",5.6,NA,NA,76.35320336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,150.143259042532,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",1,10,"cf. Aphanizomenon sp.","Aphanizomenon","sp.",NA,"Soft Body","f","cylinder",9.3,NA,NA,229.05961008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"08:25:00",2016-07-18 08:25:00,"SHR","SHR_2016-07-18 08:25:00",0,63,5,60958.1631712678,0.0793650793650794,0.069746499,314.159,0.418478994,NA,6,150.143259042532,"Low detritus.",406,864,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.65,NA,NA,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,750.716295212658,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",1,1,"Bacillaria paxillifera","Bacillaria","paxillifera",NA,"Diatom","i","box",63,NA,NA,1411.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,750.716295212658,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",1,1,"Nitzschia reversa","Nitzschia","reversa",NA,"Diatom","i","prism on parallelogram",101.9,NA,NA,1141.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,750.716295212658,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",1,1,"Chlamydomonas sp.","Chlamydomonas","sp.",NA,"Soft Body","i","sphere",5.6,NA,NA,65.6801749333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,30779.368103719,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",41,41,"Chlorella sp.","Chlorella","sp.",NA,"Soft Body","i","sphere",1.9,NA,NA,3.59136096833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,750.716295212658,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",1,1,"Monoraphidium contortum","Monoraphidium","contortum",NA,"Soft Body","i","2 cones",18.5,NA,NA,34.9685146916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,750.716295212658,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",1,1,"Monoraphidium minutum","Monoraphidium","minutum",NA,"Soft Body","i","2 cones",5.6,NA,NA,10.5850639066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,24022.921446805,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",32,32,"cf. Plagioselmis prolonga","Plagioselmis","prolonga",NA,"Soft Body","i","cone + half sphere",5.6,NA,NA,68.96418368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"09:47:00",2016-07-19 09:47:00,"LIS","LIS_2016-07-19 09:47:00",0,62,1,271759.298866982,0.0161290322580645,0.069746499,314.159,0.418478994,NA,6,750.716295212658,"Sample contains mucilaginous detritus.",362,757,"Chroococcus microscopicus","Chroococcus","microscopicus",NA,"Soft Body","c","sphere",0.65,NA,NA,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.268082346666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,0.0654497916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
